BOAT,DATETIME,TIME_LOCAL_unk,LATITUDE_GPS_unk,LONGITUDE_GPS_unk,BOAT_SPEED_km_h_1,GPS_SOG_km_h_1,HEADING_deg,TWA_SGP_deg,TWS_SGP_km_h_1,TWD_SGP_deg,AWA_SGP_deg,RATE_YAW_deg_s_1,GPS_COG_deg,LEEWAY_deg,VMG_km_h_1,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_WING_TWIST_deg,ANGLE_WING_ROT_deg,PITCH_deg,HEEL_deg,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LENGTH_RH_BOW_mm,ANGLE_RUDDER_deg,ANGLE_RUD_AVG_deg,ANGLE_RUD_DIFF_TACK_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_RACE_NUM_unk,PC_TTS_s,PC_TTK_s,PC_TTB_s,PC_DTB_m,PC_DTL_m,PC_TTM_s,BearingToMark,RelativeAngle,VMC,BearingToTarget
USA,2025-01-19 03:11:41,2025-01-19 16:11:41,-36.8287419,174.7626138,52.71,54.3,107.06,-45.3,37.73,61.59,-19.51,1.71,107.79,-1.47,40.38,16.52,8.75,0.0,0.42,-8.2,-17.24,-33.77,-11.57,-1.35,-1.0,710.63,-672.89,714.14,-1.34,2.47,4.07,7.0,1.94,-1.75,1.15,7.0,3.0,25011905.0,-219.7,-3.6,49.95,153.66,53.68,23.5,,2.313190306784179,52.66704818779078,104.74680969321582
USA,2025-01-19 03:11:42,2025-01-19 16:11:42,-36.8287869,174.7627734,53.38,54.13,109.26,-44.33,37.68,61.65,-19.3,2.01,109.48,-1.05,41.29,16.53,9.2,0.0,1.19,-7.35,-15.0,-31.48,-12.04,-2.14,-0.61,645.29,-787.36,604.38,-1.51,2.5,4.15,7.0,3.05,-1.75,1.14,7.0,3.0,25011905.0,-220.7,-3.6,49.88,155.85,53.68,22.6,,4.6708979016421495,53.202718458073186,104.58910209835784
USA,2025-01-19 03:11:43,2025-01-19 16:11:43,-36.8288384,174.7629334,54.29,55.41,110.77,-44.39,38.32,61.95,-19.43,1.88,112.18,-2.14,41.3,16.49,7.6,0.0,-1.95,-12.01,-21.23,-37.71,-13.74,-1.39,0.1,732.89,-693.03,772.74,-0.89,2.48,4.09,7.0,2.15,-1.75,1.17,7.0,3.0,25011905.0,-221.7,-3.6,49.13,158.77,53.68,21.7,,6.441837740113442,53.947226996239486,104.32816225988654
USA,2025-01-19 03:11:44,2025-01-19 16:11:44,-36.8288948,174.7630944,55.56,56.65,112.62,-44.48,38.86,62.32,-19.35,0.67,114.62,-2.4,40.41,16.49,7.6,0.0,-1.84,-12.04,-21.48,-38.0,-14.39,-1.91,-0.24,806.56,-738.57,820.54,-0.22,2.5,3.94,7.0,2.36,-1.75,1.18,7.0,3.0,25011905.0,-222.6,-3.6,48.37,161.38,53.68,21.1,,8.642108896244565,54.9291836880353,103.97789110375544
USA,2025-01-19 03:11:45,2025-01-19 16:11:45,-36.8289538,174.7632576,56.56,57.43,112.57,-44.8,39.3,62.77,-19.73,-1.73,114.52,-1.77,39.37,16.49,8.34,0.0,-0.59,-10.05,-18.05,-34.48,-13.91,-1.9,-0.58,770.43,-746.22,777.75,0.66,2.51,3.79,7.0,2.29,-1.75,1.18,7.0,3.0,25011905.0,-223.6,-3.6,46.67,165.06,53.68,20.0,,9.003278517916044,55.86314616561181,103.56672148208395
USA,2025-01-19 03:11:46,2025-01-19 16:11:46,-36.8290114,174.7634241,56.44,58.27,110.85,-45.21,39.73,63.12,-19.71,-0.7,113.02,-2.54,39.68,16.48,7.89,0.0,-1.23,-11.25,-20.48,-37.03,-13.37,-1.47,-1.46,841.11,-721.02,883.24,0.23,2.51,3.79,7.0,2.07,-1.75,1.24,7.0,3.0,25011905.0,-224.7,-3.6,44.2,170.08,53.68,19.1,,7.695391913920162,55.93169980900035,103.15460808607986
USA,2025-01-19 03:11:47,2025-01-19 16:11:47,-36.8290649,174.7635921,56.47,58.05,109.39,-45.41,40.02,63.29,-20.02,-2.85,112.09,-2.22,37.97,16.52,9.37,0.0,1.65,-6.55,-14.55,-31.09,-11.95,-2.1,-2.81,766.91,-661.36,834.83,0.5,2.48,3.8,7.0,1.62,-1.75,1.2,7.0,3.0,25011905.0,-225.7,-3.6,42.97,173.57,53.68,18.1,,6.6091130408159415,56.09472703308325,102.78088695918404
USA,2025-01-19 03:11:48,2025-01-19 16:11:48,-36.8291138,174.7637627,56.58,57.95,107.31,-44.38,40.44,63.29,-19.67,-0.68,109.29,-2.03,41.17,16.52,9.08,0.0,0.81,-7.99,-16.33,-32.81,-13.09,-2.31,-1.45,735.75,-404.05,739.6,-0.24,2.49,3.84,7.0,2.13,-1.75,1.2,7.0,3.0,25011905.0,-226.7,-3.6,40.49,177.42,53.68,17.2,,4.846945738472414,56.3776678081604,102.46305426152759
USA,2025-01-19 03:11:49,2025-01-19 16:11:49,-36.8291609,174.7639352,56.87,58.51,106.59,-43.99,40.82,63.26,-19.71,-1.45,109.0,-2.27,42.26,16.51,8.45,0.0,-0.23,-9.26,-18.82,-35.33,-13.26,-1.93,-1.12,773.05,-361.78,734.85,0.69,2.49,3.84,7.0,1.75,-1.75,1.22,7.0,3.0,25011905.0,-227.7,-3.6,39.31,179.62,53.68,16.3,,4.435566325770196,56.6996707578326,102.15443367422984
USA,2025-01-19 03:11:50,2025-01-19 16:11:50,-36.8292042,174.7641093,56.74,58.51,104.93,-43.25,41.14,63.19,-18.98,-0.8,106.74,-1.99,42.95,16.51,8.45,0.0,-0.11,-9.14,-18.21,-34.74,-12.72,-2.21,-1.16,675.34,-496.74,647.53,-0.44,2.48,3.8,7.0,2.53,-1.75,0.69,7.0,3.0,25011905.0,-228.7,-3.6,37.65,182.06,53.68,15.4,,3.0357129336400135,56.66037785487325,101.89428706636
USA,2025-01-19 03:11:51,2025-01-19 16:11:51,-36.8292437,174.7642842,56.21,58.37,104.58,-43.1,41.88,63.07,-19.19,-0.5,105.77,-1.29,42.54,16.51,9.02,0.0,1.08,-7.37,-15.74,-32.28,-12.94,-1.45,-1.11,703.74,-214.08,700.0,-0.51,2.49,3.79,7.0,2.34,-1.75,0.11,7.0,3.0,25011905.0,-229.6,-3.6,36.19,184.55,53.68,14.4,,2.892460979910595,56.13838877444664,101.68753902008939
USA,2025-01-19 03:11:52,2025-01-19 16:11:52,-36.8292821,174.7644565,55.16,56.97,104.16,-42.8,42.62,62.94,-19.51,-0.69,105.7,-1.62,41.39,16.51,8.95,0.0,0.83,-7.89,-15.83,-32.34,-13.1,-1.68,-1.07,806.66,-317.38,867.36,-0.84,2.51,3.83,7.0,2.42,-1.75,0.1,7.0,3.0,25011905.0,-230.6,-3.6,35.91,186.11,53.68,13.5,,2.687735219865658,55.099320454349474,101.47226478013437
USA,2025-01-19 03:11:53,2025-01-19 16:11:53,-36.8293189,174.7646271,54.8,56.63,103.8,-42.34,43.33,62.82,-19.37,0.68,105.05,-1.78,41.86,16.49,7.56,0.0,-2.1,-12.29,-20.29,-36.74,-13.39,-1.95,-0.52,951.24,-713.79,925.35,-1.36,2.5,3.94,7.0,2.39,-1.75,0.1,7.0,3.0,25011905.0,-231.7,-3.6,35.04,188.16,53.68,12.6,,2.5375727460377107,54.746263260763385,101.2624272539623
USA,2025-01-19 03:11:54,2025-01-19 16:11:54,-36.8293561,174.7647975,55.29,56.58,104.57,-42.84,43.75,62.73,-19.74,0.32,105.17,-0.97,41.02,16.5,8.29,0.0,-0.39,-9.78,-19.56,-36.1,-13.22,-2.32,-1.2,890.65,-797.8,833.49,-0.8,2.5,3.95,7.0,2.78,-1.75,0.1,7.0,3.0,25011905.0,-232.7,-3.6,34.15,189.59,53.68,11.7,,3.553825969740444,55.18367769022401,101.01617403025955
USA,2025-01-19 03:11:55,2025-01-19 16:11:55,-36.8293967,174.7649703,56.29,58.09,104.14,-43.2,43.69,62.66,-19.98,-1.37,107.13,-2.78,40.45,16.49,7.8,0.0,-1.74,-11.79,-19.72,-36.18,-13.66,-1.67,-0.57,887.16,-766.78,914.57,0.52,2.48,3.93,7.0,1.39,-1.75,0.15,7.0,3.0,25011905.0,-233.7,-3.6,32.63,191.22,53.68,10.8,,3.481902468173246,56.18609043395918,100.65809753182674
USA,2025-01-19 03:11:56,2025-01-19 16:11:56,-36.8294324,174.765145,56.1,57.38,103.09,-43.28,43.58,62.5,-19.34,-1.24,103.87,-0.82,39.32,16.55,10.76,0.0,4.43,-2.43,-9.17,-25.79,-12.85,-2.88,-0.91,764.48,-654.89,744.07,-1.26,2.49,3.78,7.0,2.48,-1.75,0.12,7.0,3.0,25011905.0,-234.7,-3.6,31.15,192.97,53.68,9.9,,2.6956352788328104,56.03792313822204,100.39436472116722
USA,2025-01-19 03:11:57,2025-01-19 16:11:57,-36.8294652,174.7653202,55.42,57.72,102.19,-42.35,43.22,62.28,-18.68,1.35,103.16,-1.46,42.06,16.54,9.9,0.0,2.62,-5.36,-13.19,-29.69,-13.91,-2.43,0.75,770.35,-755.63,578.64,-2.13,2.51,3.88,7.0,2.64,-1.75,0.12,7.0,3.0,25011905.0,-235.7,-3.6,29.95,194.12,53.68,9.0,,2.0100960820203113,55.38589796071073,100.17990391797969
USA,2025-01-19 03:11:58,2025-01-19 16:11:58,-36.8294976,174.7654929,55.19,56.67,103.87,-42.22,42.86,62.13,-18.78,1.2,103.33,0.17,41.93,16.55,10.48,0.0,4.03,-2.83,-9.63,-26.19,-13.97,-2.69,1.07,653.0,-795.84,513.74,-2.12,2.49,3.87,7.0,3.69,-1.75,0.11,7.0,3.0,25011905.0,-236.6,-3.6,29.46,195.24,53.68,8.1,,3.9388500102139687,55.0596374118961,99.93114998978604
USA,2025-01-19 03:11:59,2025-01-19 16:11:59,-36.829536,174.7656642,55.19,57.13,104.69,-42.55,42.94,62.11,-19.45,0.71,106.29,-1.99,41.57,16.5,8.75,0.0,0.17,-8.96,-16.84,-33.26,-15.82,-0.91,3.0,869.49,-690.08,816.45,-0.87,2.24,3.35,7.0,2.11,-1.75,0.13,7.0,3.0,25011905.0,-237.6,-3.6,29.01,195.86,53.68,7.2,,5.274031052117095,54.956351053731275,99.4159689478829
USA,2025-01-19 03:12:00,2025-01-19 16:12:00,-36.8295754,174.7658336,54.85,56.37,105.75,-43.91,43.13,62.12,-19.84,1.08,106.18,-0.99,37.72,16.48,7.6,0.0,-1.94,-11.99,-20.82,-37.3,-15.91,-1.13,1.81,1132.44,-647.0,1156.88,-1.28,2.04,3.01,7.0,1.6,-1.75,0.13,7.0,3.0,25011905.0,-238.7,-3.6,28.36,197.93,53.68,6.3,,6.999467332736003,54.44121855992852,98.750532667264
USA,2025-01-19 03:12:01,2025-01-19 16:12:01,-36.8296164,174.7660029,55.44,56.8,106.65,-45.12,43.11,62.11,-19.89,0.03,106.76,-0.58,36.52,16.52,9.37,0.0,1.85,-6.11,-14.7,-31.34,-14.96,-2.3,-0.54,953.23,-664.85,940.74,-1.42,2.05,3.07,7.0,3.11,-1.75,0.13,7.0,3.0,25011905.0,-239.7,-3.6,27.42,199.51,53.68,5.4,,8.779034294917892,54.79048136752196,97.87096570508209
USA,2025-01-19 03:12:02,2025-01-19 16:12:02,-36.8296591,174.7661741,56.18,57.56,106.74,-45.98,42.78,62.06,-20.49,0.21,107.61,-1.23,35.76,16.52,9.56,0.0,1.9,-6.38,-14.49,-30.92,-15.35,-1.64,0.15,957.84,-490.17,927.74,-1.46,2.05,2.96,7.0,2.08,-1.75,0.12,7.0,3.0,25011905.0,-240.7,-3.6,25.99,201.66,53.68,4.5,,10.035948821645661,55.32036779285928,96.70405117835435
USA,2025-01-19 03:12:03,2025-01-19 16:12:03,-36.8297026,174.7663459,56.17,57.71,106.76,-46.74,43.03,61.96,-20.58,0.31,107.4,-1.15,35.5,16.5,8.68,0.0,0.35,-8.54,-17.41,-34.0,-15.33,-2.36,0.48,1034.11,-617.36,968.63,-1.4,2.04,2.95,7.0,1.72,-1.75,0.12,7.0,3.0,25011905.0,-241.7,-3.6,25.04,203.67,53.68,3.6,,11.589793158242628,55.02475294131161,95.17020684175736
USA,2025-01-19 03:12:04,2025-01-19 16:12:04,-36.829747,174.7665199,57.67,58.9,107.12,-47.34,42.49,61.82,-20.62,0.55,107.91,-1.12,36.76,16.49,8.28,0.0,-0.66,-10.22,-19.23,-35.64,-14.98,-2.65,0.83,803.31,-597.1,624.16,-1.24,1.94,2.74,7.0,2.43,-1.75,0.12,7.0,3.0,25011905.0,-242.7,-3.6,23.8,205.45,53.68,2.7,,14.030711015806105,55.949468303203865,93.0892889841939
USA,2025-01-19 03:12:05,2025-01-19 16:12:05,-36.8297936,174.7666966,58.18,59.81,107.42,-48.28,42.7,61.67,-20.91,-0.85,108.29,-0.94,36.33,17.28,9.63,0.0,0.61,-9.23,-18.72,-36.02,-15.42,-1.34,1.62,686.46,-721.76,668.11,-0.86,1.54,1.81,7.0,1.68,-1.75,0.13,7.0,3.0,25011905.0,-243.6,-3.6,22.53,207.91,53.68,1.7,,17.388310483858675,55.52125074647866,90.03168951614134
USA,2025-01-19 03:12:06,2025-01-19 16:12:06,-36.8298396,174.7668743,58.22,60.01,106.28,-48.59,42.99,61.45,-21.41,-0.45,107.95,-1.56,35.44,19.12,10.87,0.0,1.24,-8.97,-19.14,-38.22,-17.62,-0.3,3.86,910.72,-682.01,891.5,-0.43,1.32,1.34,7.0,0.77,-1.75,0.13,7.0,3.0,25011905.0,-244.6,-3.6,21.31,210.13,53.68,0.7,,20.7197572956278,54.45445187810693,85.56024270437217
USA,2025-01-19 03:12:07,2025-01-19 16:12:07,-36.8298842,174.7670524,57.86,59.9,106.17,-50.14,42.73,61.16,-21.63,-0.76,107.39,-1.34,34.17,19.17,10.53,0.0,0.89,-9.14,-19.79,-38.96,-18.15,0.06,3.26,1118.24,-768.95,1166.4,-0.56,1.02,0.75,7.0,0.01,-1.75,0.14,7.0,3.0,25011905.0,-245.6,-3.6,20.22,212.96,53.68,0.2,,27.63545156760034,51.25914296823329,78.53454843239967
USA,2025-01-19 03:12:08,2025-01-19 16:12:08,-36.8299258,174.7672305,58.15,58.99,105.39,-51.5,42.24,60.74,-21.91,-0.37,106.07,-0.37,31.71,19.23,11.9,0.0,3.63,-5.42,-13.57,-32.88,-17.42,-1.15,2.05,979.93,-751.97,992.02,-1.29,0.92,0.55,7.0,1.03,-1.75,0.12,7.0,3.0,25011905.0,-246.7,-3.6,19.12,209.19,53.68,0.2,,38.95649231964899,45.2188131088876,66.433507680351
USA,2025-01-19 03:12:09,2025-01-19 16:12:09,-36.8299698,174.7674119,59.35,61.44,105.89,-51.55,41.82,60.22,-21.69,2.73,107.25,-2.09,34.63,19.22,10.84,0.0,1.31,-8.8,-18.75,-37.96,-21.35,-0.14,5.21,1048.19,-749.1,1039.26,-2.01,0.9,0.58,7.0,0.21,-1.75,0.13,7.0,3.0,25011905.0,-247.7,-3.6,17.86,206.55,53.68,0.2,,64.13003132385842,25.89619910565823,41.75996867614157
USA,2025-01-19 03:12:10,2025-01-19 16:12:10,-36.8300175,174.7675932,59.71,61.17,108.81,-52.63,41.38,59.82,-21.29,2.11,108.88,-0.32,34.78,19.21,10.5,0.0,0.98,-9.14,-19.78,-39.01,-23.56,-1.11,4.32,1071.6,-775.39,1021.27,-2.22,0.91,0.38,7.0,0.62,-1.75,0.12,7.0,3.0,25011905.0,-248.7,-3.6,16.95,202.79,53.68,0.2,,105.77598006833409,-16.233765845623363,3.0340199316659096
USA,2025-01-19 03:12:11,2025-01-19 16:12:11,-36.8300712,174.767774,60.91,61.88,112.82,-56.66,41.39,59.57,-21.99,8.59,110.02,0.59,29.74,19.28,12.73,0.0,5.33,-2.31,-9.2,-28.67,-24.43,-2.77,2.33,734.95,-787.75,590.25,-4.72,0.57,-0.18,7.0,2.75,-1.75,0.1,7.0,3.0,25011905.0,-249.6,-3.6,16.12,200.49,53.68,0.2,,138.42970730181923,-45.56934318184073,334.39029269818076
USA,2025-01-19 03:12:12,2025-01-19 16:12:12,-36.8301471,174.76795,64.02,65.11,122.8,-67.04,41.56,59.32,-25.23,12.66,119.96,-0.3,24.53,19.27,14.15,0.0,7.69,1.29,-5.63,-24.78,-31.5,-1.25,4.61,680.72,-787.08,509.61,-5.95,0.35,-0.85,7.0,3.54,-1.75,0.07,7.0,3.0,25011905.0,-250.6,-3.6,16.29,198.88,53.68,0.2,,160.58495301652937,-60.37952788953706,322.21504698347064
USA,2025-01-19 03:12:13,2025-01-19 16:12:13,-36.830249,174.7681095,64.25,65.37,135.87,-82.68,42.22,59.09,-28.88,12.31,129.42,2.79,5.74,19.28,13.09,0.0,5.98,-1.25,-8.09,-27.56,-34.74,-1.74,1.39,1154.93,-781.04,1118.81,-7.12,0.33,-1.0,7.0,2.7,-1.75,0.07,7.0,3.0,25011905.0,-251.6,-3.6,18.24,198.58,53.68,0.2,,177.28947774250696,-64.1781175568296,318.58052225749304
USA,2025-01-19 03:12:14,2025-01-19 16:12:14,-36.8303759,174.7682446,66.27,67.84,147.84,-91.0,42.62,58.87,-31.07,11.14,140.76,3.64,1.6,19.36,18.4,0.0,15.16,13.09,13.7,-5.88,-31.93,-3.9,-3.39,608.49,-712.46,423.44,-7.43,0.37,-1.03,7.0,5.5,-1.74,0.03,7.0,3.0,25011905.0,-252.6,-3.6,22.78,200.28,53.68,0.2,,189.04745580833136,-65.44549738136415,318.79254419166864
USA,2025-01-19 03:12:15,2025-01-19 16:12:15,-36.830523,174.7683441,65.84,66.89,158.71,-103.45,43.02,58.67,-35.12,12.3,153.54,1.37,-17.23,19.34,18.45,0.0,16.87,15.82,14.16,-5.04,-31.09,-1.01,-1.78,620.33,-661.46,641.07,-7.86,0.33,-1.29,7.0,3.0,-1.75,0.03,7.0,3.0,25011905.0,-253.7,-3.6,25.59,190.65,53.68,0.2,,197.65576267443234,-62.73866850851866,321.05423732556767
USA,2025-01-19 03:12:16,2025-01-19 16:12:16,-36.8306839,174.7684063,67.73,67.48,171.07,-114.49,43.23,58.49,-35.83,10.09,164.57,2.79,-29.41,19.35,18.31,0.0,16.63,14.45,14.61,-4.92,-30.26,-2.27,-0.98,807.9,-713.66,866.93,-7.26,0.34,-1.21,7.0,2.77,-1.75,0.04,7.0,4.0,25011905.0,-254.7,-3.6,24.11,187.87,53.68,0.2,,282.9661584271396,15.196953055871813,248.1038415728604
USA,2025-01-19 03:12:17,2025-01-19 16:12:17,-36.8308557,174.7684318,69.08,69.64,180.62,-124.8,43.29,58.31,-36.32,10.4,174.85,2.22,-41.33,19.36,19.54,0.0,19.63,19.47,19.67,0.3,-27.91,-2.2,-1.9,556.15,-747.12,477.23,-6.24,0.35,-1.37,7.0,2.84,-1.75,0.02,7.0,4.0,25011905.0,-255.7,-3.6,22.97,187.14,53.68,0.2,,291.6273904005702,25.46074601833615,248.99260959942978
USA,2025-01-19 03:12:18,2025-01-19 16:12:18,-36.8310281,174.7684182,68.58,69.16,190.95,-133.04,43.41,58.16,-37.49,8.68,185.43,1.84,-48.98,19.33,19.58,0.0,19.51,19.62,19.35,0.01,-25.54,-1.03,-2.65,516.66,-612.89,579.36,-5.06,0.36,-1.49,6.99,1.22,-1.75,0.03,7.0,4.0,25011905.0,-256.6,-3.6,23.85,187.99,53.68,0.2,,301.1161740873812,35.44043120361242,249.8338259126188
USA,2025-01-19 03:12:19,2025-01-19 16:12:19,-36.8311943,174.7683718,68.09,67.98,197.59,-136.69,43.46,58.01,-37.59,4.18,194.01,1.73,-52.57,19.34,19.53,0.0,19.19,18.92,18.7,-0.59,-22.25,-0.9,-1.08,539.32,-706.08,683.98,-4.22,0.35,-1.33,7.0,0.18,-1.75,0.06,7.0,4.0,25011905.0,-257.7,-3.6,25.41,192.33,53.68,0.2,,306.9824341493628,40.96091135397721,250.60756585063717
USA,2025-01-19 03:12:20,2025-01-19 16:12:20,-36.831355,174.7683081,67.3,67.3,202.7,-135.07,43.37,58.26,-38.41,4.33,198.51,1.31,-48.6,19.33,19.1,0.0,18.71,18.04,17.74,-1.62,-19.05,-1.7,-1.22,517.5,-705.67,490.23,-3.41,0.63,-0.79,7.0,2.08,-1.75,0.05,7.0,4.0,25011905.0,-258.7,-3.6,26.26,199.34,53.68,0.2,,311.3579357632115,44.469214360362585,251.34206423678847
USA,2025-01-19 03:12:21,2025-01-19 16:12:21,-36.8315091,174.7682325,65.74,65.95,204.19,-135.29,43.0,58.94,-39.69,-0.35,202.12,1.02,-48.09,19.31,19.54,0.0,19.47,19.22,19.09,-0.19,-16.49,0.12,-1.49,685.04,-712.53,797.47,-2.07,0.59,-0.74,7.0,0.31,-1.75,0.07,7.0,4.0,25011905.0,-259.6,-3.6,27.33,208.87,53.68,10.8,,312.15009460033576,44.116476006803985,252.03990539966424
USA,2025-01-19 03:12:22,2025-01-19 16:12:22,-36.8316595,174.768157,65.13,64.68,205.11,-133.17,40.09,59.69,-36.16,4.27,201.41,1.09,-43.32,19.32,18.44,0.0,16.75,15.32,13.4,-5.8,-19.45,-0.4,2.4,1025.27,-709.58,1180.8,-4.06,0.59,-0.57,7.0,-0.34,-1.75,0.07,7.0,4.0,25011905.0,-260.7,-3.6,26.6,221.07,53.68,26.9,,312.37754048348614,43.89845801608163,252.73245951651387
USA,2025-01-19 03:12:23,2025-01-19 16:12:23,-36.8318065,174.7680703,66.63,65.18,209.72,-132.22,36.67,60.66,-31.55,4.08,206.12,1.05,-42.62,19.31,16.97,0.0,14.31,11.13,8.42,-10.89,-20.15,-2.52,3.74,1056.68,-672.47,915.69,-3.06,0.6,-0.52,7.0,1.5,-1.75,0.08,7.0,4.0,25011905.0,-261.7,-3.6,27.57,229.93,53.68,27.4,,316.3137762393244,48.182367866787466,253.40622376067557
USA,2025-01-19 03:12:24,2025-01-19 16:12:24,-36.8319515,174.7679687,67.92,66.99,213.39,-134.33,36.42,61.98,-30.5,3.14,209.92,1.12,-48.91,19.3,17.28,0.0,14.9,11.96,9.29,-10.05,-18.7,-2.06,3.51,794.72,-737.35,627.48,-2.55,0.58,-0.78,7.0,2.75,-1.75,0.07,7.0,4.0,25011905.0,-262.7,-3.6,27.62,238.41,53.68,8.1,,319.32504526513435,51.51183957169066,254.06495473486564
USA,2025-01-19 03:12:25,2025-01-19 16:12:25,-36.8320928,174.7678578,67.14,66.88,216.49,-137.06,38.28,63.3,-31.48,0.98,212.5,1.75,-51.99,19.27,17.31,0.0,14.73,11.87,8.94,-10.36,-18.89,-0.78,2.52,983.91,-94.99,1032.14,-2.14,0.32,-1.4,7.0,1.27,-1.75,0.08,7.0,4.0,25011905.0,-263.7,-3.6,28.59,251.45,53.68,7.3,,321.78254048148347,52.749777149666954,254.70745951851654
USA,2025-01-19 03:12:26,2025-01-19 16:12:26,-36.8322302,174.7677455,66.32,65.73,215.39,-140.54,37.93,64.5,-32.02,-2.93,213.97,0.76,-58.21,19.29,19.5,0.0,19.47,19.22,19.49,0.17,-16.39,-0.93,0.61,950.01,-590.19,787.41,-0.38,0.34,-1.19,7.0,1.46,-1.75,0.08,7.0,4.0,25011905.0,-264.7,-3.6,28.92,263.08,53.68,6.5,,320.0476221700794,50.839482151308324,255.3423778299206
USA,2025-01-19 03:12:27,2025-01-19 16:12:27,-36.8323689,174.767641,65.19,64.65,213.21,-142.9,38.32,65.2,-32.24,-0.07,210.83,0.88,-57.81,19.28,18.18,0.0,15.93,13.95,11.15,-8.0,-20.14,0.54,1.23,1045.2,-767.28,1108.02,-1.27,0.35,-1.09,7.0,-0.13,-1.75,0.08,7.0,4.0,25011905.0,-265.6,-3.6,26.51,277.16,53.68,5.7,,317.20041088852565,47.832167505068554,256.0095891114744
USA,2025-01-19 03:12:28,2025-01-19 16:12:28,-36.8325086,174.7675405,65.74,64.35,213.14,-144.56,37.57,65.57,-29.57,-1.62,210.04,1.89,-58.86,19.28,16.95,0.0,14.25,11.02,8.16,-11.15,-20.52,-1.1,1.49,1182.72,-756.15,1307.55,-1.85,0.35,-1.02,7.0,0.64,-1.75,0.09,7.0,4.0,25011905.0,-266.6,-3.6,25.19,287.48,53.68,5.0,,316.4370373172617,47.63635419556869,256.7029626827383
USA,2025-01-19 03:12:29,2025-01-19 16:12:29,-36.8326519,174.7674419,66.61,65.52,211.96,-145.26,36.41,65.76,-26.92,-0.05,208.54,1.57,-59.87,19.28,15.99,0.0,11.86,7.68,2.89,-16.35,-20.68,-1.59,2.38,1026.1,-828.51,1061.38,-2.45,0.34,-1.06,7.0,1.52,-1.75,0.09,7.0,4.0,25011905.0,-267.7,-3.6,22.74,271.52,53.68,4.2,,314.524302396705,46.70771342165942,257.435697603295
USA,2025-01-19 03:12:30,2025-01-19 16:12:30,-36.8327971,174.7673444,66.59,66.13,212.2,-145.06,35.94,65.82,-26.13,1.22,207.93,2.18,-57.54,19.27,14.48,0.0,8.86,2.58,-3.7,-22.99,-21.05,-1.65,2.58,1106.04,-792.99,1070.73,-2.58,0.34,-1.23,7.0,2.16,-1.75,0.09,7.0,4.0,25011905.0,-268.7,-3.6,21.62,260.42,53.68,22.0,,314.0022014217406,46.25914130345034,258.1977985782594
USA,2025-01-19 03:12:31,2025-01-19 16:12:31,-36.8329413,174.767245,66.74,66.04,212.63,-144.64,35.75,65.95,-26.52,-0.99,209.34,2.06,-55.04,19.28,16.02,0.0,12.36,8.37,4.75,-14.57,-20.06,-1.49,1.07,764.01,-738.56,674.26,-1.27,0.36,-1.21,7.0,1.77,-1.75,0.09,7.0,4.0,25011905.0,-269.7,-3.6,21.2,249.16,53.68,2.6,,313.66052677931117,46.07623936288573,258.9694732206888
USA,2025-01-19 03:12:32,2025-01-19 16:12:32,-36.8330852,174.767145,66.76,65.94,212.42,-144.68,36.2,66.09,-27.96,1.11,208.78,1.68,-54.11,20.05,17.56,0.0,14.15,10.45,6.66,-13.38,-19.91,-0.59,-0.11,754.06,-700.88,729.23,-1.92,0.36,-1.19,7.0,0.37,-1.75,0.08,7.0,4.0,25011905.0,-270.7,-3.6,20.12,238.25,53.68,1.9,,312.66344196143234,45.24262536486344,259.7565580385676
USA,2025-01-19 03:12:33,2025-01-19 16:12:33,-36.8332279,174.7670392,67.76,66.71,213.9,-145.38,35.83,66.23,-26.63,0.8,211.06,1.03,-56.65,22.62,19.92,0.0,16.28,12.55,8.59,-14.02,-20.38,-1.33,0.88,897.37,-761.71,898.42,-2.24,0.34,-1.23,7.0,-0.58,-1.75,0.08,7.0,4.0,25011905.0,-271.7,-3.6,19.77,227.36,53.68,1.1,,313.35053263317343,46.51452642713506,260.5494673668266
USA,2025-01-19 03:12:34,2025-01-19 16:12:34,-36.8333692,174.7669298,66.4,66.92,214.92,-146.25,34.0,66.41,-24.94,2.8,211.83,0.66,-58.71,22.68,19.91,0.0,16.21,12.41,8.62,-14.04,-21.07,-2.08,3.49,571.04,-750.62,335.14,-1.84,0.34,-1.32,7.0,1.0,-1.75,0.08,7.0,4.0,25011905.0,-272.6,-3.6,19.08,215.07,53.68,0.4,,313.5703082043932,45.76581296138057,261.34969179560676
USA,2025-01-19 03:12:35,2025-01-19 16:12:35,-36.8335024,174.7668207,63.28,63.08,216.39,-145.82,33.7,66.64,-26.29,-1.26,213.94,1.11,-53.43,22.66,19.89,0.0,16.25,12.57,8.69,-13.96,-21.11,0.15,3.32,521.51,-723.51,502.55,-1.5,0.34,-1.2,7.0,-0.18,-1.75,0.09,7.0,4.0,25011905.0,-273.6,-3.6,19.93,203.84,53.68,0.1,,314.2723391621388,44.173849802553015,262.1176608378612
