BOAT,DATETIME,TIME_LOCAL_unk,LATITUDE_GPS_unk,LONGITUDE_GPS_unk,BOAT_SPEED_km_h_1,GPS_SOG_km_h_1,HEADING_deg,TWA_SGP_deg,TWS_SGP_km_h_1,TWD_SGP_deg,AWA_SGP_deg,RATE_YAW_deg_s_1,GPS_COG_deg,LEEWAY_deg,VMG_km_h_1,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_WING_TWIST_deg,ANGLE_WING_ROT_deg,PITCH_deg,HEEL_deg,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LENGTH_RH_BOW_mm,ANGLE_RUDDER_deg,ANGLE_RUD_AVG_deg,ANGLE_RUD_DIFF_TACK_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_RACE_NUM_unk,PC_TTS_s,PC_TTK_s,PC_TTB_s,PC_DTB_m,PC_DTL_m,PC_TTM_s,BearingToMark,RelativeAngle,VMC,BearingToTarget
DEN,2025-01-19 03:14:00,2025-01-19 16:14:00,-36.8337169,174.7569308,40.78,41.05,8.05,54.85,46.32,53.71,30.92,-1.63,6.41,4.13,23.79,-23.68,-16.58,0.0,-8.86,-0.14,8.43,32.11,19.48,-1.23,-3.94,158.51,1246.48,332.06,-1.26,3.1,6.47,5.26,1.0,6.2,-4.3,7.0,5.0,25011905.0,-359.39,-1.2,54.43,287.83,22.58,31.0,,302.7034482526504,22.033065530165604,65.34655174734962
DEN,2025-01-19 03:14:01,2025-01-19 16:14:01,-36.8336143,174.7569481,41.88,41.81,9.34,56.24,44.73,54.5,31.11,3.48,8.98,4.6,22.64,-21.36,-13.65,0.0,-6.13,2.74,11.29,32.62,19.59,0.5,-7.12,449.69,1177.24,707.56,-4.4,3.21,6.6,5.22,1.0,6.92,-4.3,7.0,5.0,25011905.0,-360.39,-1.2,50.52,299.96,22.58,30.1,,303.4573412935274,23.089113045923387,65.88265870647257
DEN,2025-01-19 03:14:02,2025-01-19 16:14:02,-36.8335131,174.7569721,40.59,40.5,13.01,57.3,43.22,55.62,31.38,2.19,13.58,3.36,21.14,-17.43,-9.24,0.0,-0.66,8.64,18.35,35.79,18.09,2.72,-6.03,946.07,1664.45,1496.63,-3.34,3.7,6.25,2.21,1.0,7.74,-4.3,7.0,5.0,25011905.0,-361.39,-1.2,52.95,309.92,22.58,29.3,,306.6060857529271,24.204228745169022,66.40391424707292
DEN,2025-01-19 03:14:03,2025-01-19 16:14:03,-36.8334133,174.7570005,41.49,41.77,13.4,56.77,44.2,56.73,31.36,-0.01,12.95,3.79,22.21,-17.33,-9.8,0.0,-1.49,7.22,16.49,33.94,16.97,0.35,-3.57,1166.02,1222.08,1568.71,-1.6,3.69,6.23,-0.79,1.0,7.19,-4.3,7.0,5.0,25011905.0,-362.29,-1.2,52.71,318.66,22.58,28.6,,306.48483315344737,24.670367897227194,66.91516684655261
DEN,2025-01-19 03:14:04,2025-01-19 16:14:04,-36.8333091,174.7570323,44.47,45.42,14.64,55.61,45.19,57.74,29.7,3.14,14.41,3.93,25.83,-17.55,-14.79,0.0,-11.49,-9.09,-6.79,10.9,15.14,-3.64,-2.91,873.8,717.36,849.04,-1.26,3.61,6.39,2.89,1.0,5.24,-4.3,7.0,5.0,25011905.0,-363.29,-1.2,49.71,329.41,22.58,27.8,,307.18801675940716,26.879113710574053,67.45198324059282
DEN,2025-01-19 03:14:05,2025-01-19 16:14:05,-36.8331997,174.7570709,45.16,45.03,16.64,54.7,41.8,58.76,27.57,-1.8,16.93,2.47,26.84,-17.46,-12.6,0.0,-7.9,-2.33,4.43,21.7,16.12,-1.64,-7.02,467.03,843.18,472.33,-0.48,3.6,6.41,4.28,1.0,4.26,-4.3,7.0,5.0,25011905.0,-364.29,-1.2,46.45,342.38,22.58,27.0,,308.62619413759626,28.190534894937127,68.01380586240373
DEN,2025-01-19 03:14:06,2025-01-19 16:14:06,-36.8330926,174.7571094,43.94,44.07,12.35,55.11,40.43,59.57,26.99,-4.15,13.1,1.27,25.67,-17.34,-10.6,0.0,-3.48,4.93,13.33,30.63,17.65,-1.15,-5.62,692.27,714.99,882.68,0.54,3.59,6.42,5.23,1.0,3.23,-4.3,7.0,5.0,25011905.0,-365.29,-1.2,47.63,353.13,22.58,26.2,,303.77911127251775,24.430315751477362,68.57088872748227
DEN,2025-01-19 03:14:07,2025-01-19 16:14:07,-36.8329841,174.7571404,45.08,45.43,10.65,54.8,42.54,60.01,27.35,1.12,12.31,1.73,26.38,-17.34,-10.32,0.0,-2.74,5.55,13.98,31.32,15.38,-2.82,-3.13,723.35,860.63,717.01,-0.96,3.59,6.41,6.52,1.0,2.73,-4.3,7.0,5.0,25011905.0,-366.29,-1.2,44.13,364.29,22.58,25.5,,301.49156737982526,23.548577997736945,69.15843262017472
DEN,2025-01-19 03:14:08,2025-01-19 16:14:08,-36.8328729,174.7571727,45.81,46.11,12.47,54.6,42.37,60.53,26.96,0.85,14.62,1.24,27.03,-17.35,-10.28,0.0,-2.65,5.61,14.24,31.58,14.38,-1.95,-2.83,709.97,1125.12,697.56,-0.39,3.21,5.99,5.37,1.0,1.54,-4.3,7.0,5.0,25011905.0,-367.29,-1.2,42.29,377.84,22.58,24.8,,302.70188236018157,24.74967555278676,69.7681176398184
DEN,2025-01-19 03:14:09,2025-01-19 16:14:09,-36.8327607,174.7572062,46.43,46.84,11.62,54.1,41.97,60.96,26.95,-1.31,11.04,3.15,28.0,-17.35,-10.45,0.0,-3.08,4.81,13.16,30.54,14.44,-1.7,-2.95,826.13,1220.74,963.51,0.25,3.31,5.92,3.86,1.0,0.02,-4.3,7.0,5.0,25011905.0,-368.39,-1.2,41.43,389.04,22.58,24.0,,301.2295309515973,24.072460225090744,70.39046904840268
DEN,2025-01-19 03:14:10,2025-01-19 16:14:10,-36.8326458,174.7572364,47.08,47.09,10.85,53.71,41.91,61.27,26.13,-1.59,11.99,1.38,28.72,-17.36,-10.22,0.0,-2.43,6.23,14.94,32.25,14.79,-2.8,-3.59,818.93,1337.2,864.52,0.33,3.29,5.81,6.1,1.0,-1.47,-4.3,7.0,5.0,25011905.0,-369.29,-1.2,38.38,402.52,22.58,23.2,,299.8059817180568,23.401799184339882,71.04401828194324
DEN,2025-01-19 03:14:11,2025-01-19 16:14:11,-36.8325294,174.7572664,48.01,48.24,9.72,53.67,42.32,61.43,25.86,-0.35,10.66,1.87,29.16,-17.34,-9.42,0.0,-0.73,8.8,18.4,35.67,15.13,-2.2,-3.31,785.38,1093.78,682.4,0.14,3.29,5.81,5.54,1.0,-2.1,-4.3,7.0,5.0,25011905.0,-370.39,-1.2,37.26,414.1,22.58,22.5,,298.0037184623676,22.542080788306023,71.71628153763243
DEN,2025-01-19 03:14:12,2025-01-19 16:14:12,-36.8324094,174.7572944,49.65,50.02,9.91,53.73,42.38,61.58,25.66,1.56,11.87,1.61,29.77,-17.32,-8.89,0.0,0.31,10.34,20.82,38.15,15.26,-2.75,-3.68,853.51,1185.83,891.53,-0.87,3.24,5.77,3.78,1.0,-4.42,-4.3,7.0,5.0,25011905.0,-371.39,-1.2,34.48,409.48,22.58,21.7,,297.486336495538,22.915315617280378,72.42366350446196
DEN,2025-01-19 03:14:13,2025-01-19 16:14:13,-36.8322869,174.7573283,50.19,50.31,10.91,53.34,43.47,61.8,24.76,-1.54,13.77,-0.43,30.42,-17.34,-9.49,0.0,-1.06,7.89,17.18,34.62,13.97,-4.39,-2.8,630.36,1565.68,520.57,1.25,3.3,5.55,6.93,1.34,-5.49,-4.3,7.0,5.0,25011905.0,-372.39,-1.2,33.69,396.73,22.58,20.9,,297.76266776700163,23.379012663931626,73.1473322329984
DEN,2025-01-19 03:14:14,2025-01-19 16:14:14,-36.8321625,174.7573593,51.5,51.83,8.31,54.16,43.22,61.84,25.64,0.09,7.9,2.75,30.62,-17.37,-11.0,0.0,-4.08,3.29,11.03,28.39,15.47,-3.59,-4.85,495.94,921.26,315.8,-1.18,3.06,5.09,6.65,1.21,-5.51,-4.3,7.0,5.0,25011905.0,-373.39,-1.2,31.92,386.12,22.58,20.1,,294.4120003413018,21.28470070533724,73.89799965869821
DEN,2025-01-19 03:14:15,2025-01-19 16:14:15,-36.8320349,174.7573891,51.68,51.39,13.53,56.71,41.19,61.96,26.14,7.79,16.51,1.96,28.65,-17.34,-10.89,0.0,-3.5,4.51,12.81,30.12,17.99,-0.85,-7.47,705.22,820.8,859.65,-3.35,3.45,5.87,3.15,1.01,-5.39,-4.3,7.0,5.0,25011905.0,-374.39,-1.2,29.79,370.9,22.58,30.0,,298.84843861400736,24.93530765527788,74.68156138599261
DEN,2025-01-19 03:14:16,2025-01-19 16:14:16,-36.831914,174.7574407,50.07,50.41,19.34,53.33,42.15,62.56,24.07,3.6,23.73,-0.62,28.79,-17.37,-10.85,0.0,-3.86,3.58,11.41,28.79,15.92,-1.74,-5.31,934.44,909.32,1118.43,0.95,3.27,5.45,5.42,1.0,-5.42,-4.3,7.0,5.0,25011905.0,-374.69,-1.2,32.62,366.69,22.58,18.9,,303.9383439599253,27.954103621210223,75.40165604007473
DEN,2025-01-19 03:14:17,2025-01-19 16:14:17,-36.8317989,174.7575038,49.31,49.83,21.16,51.57,42.47,63.35,23.37,-0.26,24.72,-0.86,32.16,-17.38,-10.97,0.0,-4.08,3.27,11.18,28.55,14.65,-2.84,-3.47,1185.03,1396.91,1266.52,3.21,3.27,5.72,6.52,1.0,-5.43,-4.3,7.0,5.0,25011905.0,-376.39,-1.2,34.72,348.46,22.58,17.6,,305.07998159911324,28.339411941043625,76.08001840088673
DEN,2025-01-19 03:14:18,2025-01-19 16:14:18,-36.8316848,174.7575677,49.68,50.48,20.23,50.59,42.7,63.96,22.77,-1.07,23.6,-1.0,33.67,-17.38,-10.94,0.0,-4.08,3.32,11.12,28.51,15.89,-4.19,-2.95,1282.84,1471.23,1167.96,3.52,3.04,5.27,7.51,1.17,-5.43,-4.3,7.0,5.0,25011905.0,-377.39,-1.2,33.67,339.23,22.58,16.9,,303.46678682963596,27.396210195876638,76.76321317036405
DEN,2025-01-19 03:14:19,2025-01-19 16:14:19,-36.8315668,174.7576298,51.71,52.75,18.18,50.11,42.94,64.35,22.15,-2.72,19.91,-0.3,35.25,-17.39,-10.93,0.0,-4.16,3.07,10.86,28.27,16.48,-4.2,-2.62,997.4,1009.61,786.14,3.69,2.93,4.89,7.23,1.23,-5.43,-4.3,7.0,5.0,25011905.0,-378.39,-1.2,30.8,327.65,22.58,16.2,,300.69205846346654,26.394011200237163,77.48794153653347
DEN,2025-01-19 03:14:20,2025-01-19 16:14:20,-36.8314403,174.7576853,54.34,55.05,16.6,49.88,43.13,64.54,22.5,-1.23,16.95,1.87,36.55,-17.38,-11.13,0.0,-4.33,3.05,10.65,28.01,16.41,-3.18,-2.44,969.07,1153.26,819.97,0.96,2.77,4.26,5.32,1.0,-5.43,-4.3,7.0,5.0,25011905.0,-379.39,-1.2,26.67,318.11,22.58,15.5,,298.30768663892877,25.76837181567858,78.29231336107125
DEN,2025-01-19 03:14:21,2025-01-19 16:14:21,-36.8313081,174.7577365,55.58,56.36,15.53,49.7,43.26,64.6,22.03,0.91,17.13,0.95,37.14,-17.39,-11.72,0.0,-5.58,0.86,7.54,24.95,16.46,-2.78,-2.05,1110.17,1315.83,1057.58,0.18,2.79,4.23,4.19,1.0,-5.43,-4.3,7.0,5.0,25011905.0,-380.39,-1.2,24.52,303.14,22.58,14.7,,296.3749829234454,24.691083847103414,79.1550170765546
DEN,2025-01-19 03:14:22,2025-01-19 16:14:22,-36.8311739,174.7577914,56.3,56.72,17.38,49.45,43.36,64.75,21.57,0.66,19.53,0.23,37.75,-17.4,-11.73,0.0,-5.77,0.61,7.21,24.73,15.75,-3.32,-1.04,1074.67,1245.19,971.8,0.84,2.74,4.13,4.71,1.81,-5.42,-4.3,7.0,5.0,25011905.0,-380.89,-1.2,23.32,296.02,22.58,14.3,,297.3377372009571,25.854915434040414,80.04226279904287
DEN,2025-01-19 03:14:23,2025-01-19 16:14:23,-36.8310381,174.7578504,57.57,58.37,17.62,48.71,43.44,64.87,21.28,0.9,18.91,1.2,39.01,-17.45,-12.83,0.0,-7.94,-2.67,2.87,20.28,14.66,-3.02,-1.76,947.66,1225.09,772.89,0.75,2.74,4.12,4.59,3.01,-5.43,-4.3,7.0,5.0,25011905.0,-382.39,-1.2,22.3,278.71,22.58,13.1,,296.66787787277894,25.83845635197673,80.95212212722106
DEN,2025-01-19 03:14:24,2025-01-19 16:14:24,-36.8309005,174.7579093,57.49,57.92,18.0,47.92,43.47,64.98,21.16,-0.97,18.88,1.21,39.97,-17.44,-12.16,0.0,-6.53,-0.45,5.94,23.36,15.67,-2.45,-3.42,995.29,1203.73,929.73,1.38,2.79,4.0,3.5,3.0,-5.43,-4.3,7.0,5.0,25011905.0,-383.39,-1.2,21.19,266.04,22.58,12.3,,296.1091377663949,25.300336336007824,81.8908622336051
DEN,2025-01-19 03:14:25,2025-01-19 16:14:25,-36.8307631,174.7579667,57.33,57.77,16.19,46.95,43.55,64.9,20.39,-2.3,17.42,0.37,41.02,-17.44,-11.97,0.0,-6.31,-0.04,6.27,23.72,15.94,-3.01,-3.47,977.22,1309.65,973.75,1.57,2.76,4.06,4.62,3.0,-5.43,-4.3,7.0,5.0,25011905.0,-384.39,-1.2,20.15,252.1,22.58,11.6,,293.3448031843688,22.717790624151398,82.8451968156312
DEN,2025-01-19 03:14:26,2025-01-19 16:14:26,-36.8306238,174.7580178,58.01,58.47,14.45,46.71,43.7,64.63,20.75,-0.04,14.99,1.6,41.62,-17.44,-11.87,0.0,-5.9,0.43,7.18,24.61,16.18,-3.26,-3.3,962.88,1428.97,841.16,0.07,2.75,4.1,4.89,3.0,-5.43,-4.3,7.0,5.0,25011905.0,-385.39,-1.2,18.32,239.93,22.58,10.8,,290.6169066312094,20.426356022689262,83.83309336879057
DEN,2025-01-19 03:14:27,2025-01-19 16:14:27,-36.8304824,174.7580663,58.01,58.1,15.61,46.55,43.58,64.42,20.74,0.98,16.66,1.58,41.22,-17.43,-11.8,0.0,-5.88,0.62,7.29,24.72,14.51,-2.07,-2.17,944.6,1134.68,901.44,0.48,2.97,4.29,4.18,3.0,-5.43,-4.3,7.0,5.0,25011905.0,-386.29,-1.2,17.21,228.99,22.58,10.0,,290.75764565326995,20.559661775636954,84.85235434673007
DEN,2025-01-19 03:14:28,2025-01-19 16:14:28,-36.8303435,174.7581176,57.05,57.38,14.57,46.44,43.57,64.2,20.23,-2.58,15.46,0.51,40.38,-17.43,-11.83,0.0,-6.07,0.21,6.9,24.37,13.94,-2.58,-1.64,1178.7,1344.0,1126.94,2.42,2.97,4.33,4.41,3.0,-5.44,-4.3,7.0,5.0,25011905.0,-386.59,-1.2,17.2,222.41,22.58,9.8,,288.7046149813431,18.29532365968812,85.86538501865687
DEN,2025-01-19 03:14:29,2025-01-19 16:14:29,-36.830203,174.7581618,58.21,58.71,12.31,47.05,43.72,63.85,21.09,-0.61,12.01,2.21,40.19,-17.43,-11.85,0.0,-6.01,0.29,6.89,24.3,15.84,-3.51,-2.45,1080.9,1254.47,920.77,0.75,2.88,4.38,5.14,3.0,-5.43,-4.3,7.0,5.0,25011905.0,-388.29,-1.2,14.91,199.44,22.58,8.4,,285.4035119423557,15.461461442467606,86.90648805764431
DEN,2025-01-19 03:14:30,2025-01-19 16:14:30,-36.8300587,174.7582009,59.0,59.45,12.71,47.37,43.25,63.55,21.42,0.08,11.8,2.85,39.61,-17.42,-11.23,0.0,-4.65,2.57,9.95,27.35,15.51,-2.51,-2.9,1022.15,1168.39,978.7,0.64,2.95,4.19,4.02,3.0,-5.43,-4.3,7.0,5.0,25011905.0,-389.29,-1.2,13.65,188.23,22.58,7.6,,284.7205567710945,14.992193100142355,87.98944322890549
DEN,2025-01-19 03:14:31,2025-01-19 16:14:31,-36.8299127,174.7582389,59.39,59.73,13.52,47.32,42.82,63.31,21.57,2.5,13.04,3.28,40.07,-17.36,-10.96,0.0,-4.06,3.19,11.32,28.71,15.61,-2.55,-2.76,1111.34,1243.03,1157.92,-0.26,2.93,4.15,2.68,3.0,-5.41,-4.3,7.0,5.0,25011905.0,-390.29,-1.2,12.33,172.72,22.58,6.8,,284.4240132512691,14.793800066184474,89.09598674873087
DEN,2025-01-19 03:14:32,2025-01-19 16:14:32,-36.8297682,174.7582858,59.09,59.48,15.25,46.47,43.32,63.2,20.1,-0.96,15.86,0.87,40.83,-17.39,-11.85,0.0,-6.09,0.1,6.72,24.15,14.45,-3.76,-1.95,989.33,1093.84,894.15,2.21,2.94,4.16,4.41,3.0,-5.43,-4.3,7.0,5.0,25011905.0,-391.39,-1.2,12.01,159.87,22.58,6.0,,285.0490969034305,15.342520805357967,90.2009030965695
DEN,2025-01-19 03:14:33,2025-01-19 16:14:33,-36.8296236,174.7583345,59.67,60.09,13.77,46.06,42.9,62.96,19.93,-0.31,13.65,1.88,42.41,-17.35,-11.7,0.0,-5.87,0.34,6.69,24.0,14.37,-3.53,-2.81,811.44,814.41,668.15,0.88,2.78,4.08,4.89,3.0,-5.44,-4.3,7.0,5.0,25011905.0,-392.29,-1.2,10.75,145.08,22.58,5.2,,282.4521350765324,12.866280519136183,91.3178649234676
DEN,2025-01-19 03:14:34,2025-01-19 16:14:34,-36.8294776,174.7583781,59.4,59.77,13.47,45.91,42.07,62.7,20.18,-0.84,12.81,2.21,42.29,-16.67,-10.73,0.0,-5.04,1.07,7.59,24.27,14.91,-3.35,-3.62,956.28,1436.61,839.34,0.6,2.94,4.17,4.93,3.0,-5.43,-4.3,7.0,5.0,25011905.0,-393.39,-1.2,9.62,130.66,22.58,4.3,,281.01490824568066,11.349225735271068,92.45509175431937
DEN,2025-01-19 03:14:35,2025-01-19 16:14:35,-36.8293314,174.7584183,59.41,59.66,13.03,46.03,41.61,62.41,20.43,0.41,12.18,2.84,41.94,-16.39,-10.75,0.0,-5.08,1.03,7.5,23.89,18.31,-2.73,-4.51,980.66,1299.07,887.79,-0.9,2.93,4.17,4.76,3.0,-5.41,-2.88,7.0,5.0,25011905.0,-394.39,-1.2,8.58,117.63,22.58,3.5,,279.4286238539861,9.73247574271721,93.60137614601388
DEN,2025-01-19 03:14:36,2025-01-19 16:14:36,-36.8291857,174.7584585,59.16,59.54,13.53,45.74,41.69,62.18,20.22,-0.22,12.67,2.52,41.51,-16.38,-10.8,0.0,-5.16,1.08,7.42,23.8,17.06,-2.41,-2.34,1106.75,796.42,1163.03,0.04,2.74,3.94,3.88,1.38,-5.4,4.61,7.0,5.0,25011905.0,-395.29,-1.2,7.61,102.11,22.58,2.7,,278.77907134415364,9.029286244266412,94.7509286558464
DEN,2025-01-19 03:14:37,2025-01-19 16:14:37,-36.8290403,174.7584997,58.96,59.1,14.22,45.42,41.89,61.95,20.34,2.57,13.84,2.74,41.92,-16.38,-10.92,0.0,-5.17,1.11,7.61,24.02,14.27,-2.89,-1.45,1226.79,1251.89,1105.43,-0.11,2.78,4.02,3.56,-0.03,-5.41,5.14,7.0,5.0,25011905.0,-396.29,-1.2,6.57,87.97,22.58,1.9,,278.3149358738252,8.52645003925851,95.9050641261748
DEN,2025-01-19 03:14:38,2025-01-19 16:14:38,-36.828898,174.7585472,57.63,57.89,18.74,44.07,42.19,61.92,20.48,8.07,18.66,3.69,41.7,-16.38,-10.91,0.0,-5.11,0.93,7.44,23.81,12.43,-2.29,-1.99,1174.78,1325.94,1092.75,-2.4,2.74,3.04,3.67,0.51,-5.42,4.65,7.0,5.0,25011905.0,-397.39,-1.2,5.93,75.19,22.58,1.1,,281.6944305921381,11.681146272239554,97.04556940786193
DEN,2025-01-19 03:14:39,2025-01-19 16:14:39,-36.8287661,174.7586134,54.15,53.83,30.91,37.85,42.45,61.91,19.65,16.15,30.2,6.41,41.82,-15.24,-9.46,0.0,-4.77,0.84,6.92,22.27,13.22,-0.99,0.32,1400.32,1142.8,1427.49,-8.25,2.74,-0.4,0.98,1.62,-5.41,3.57,7.0,5.0,25011905.0,-398.39,-1.2,5.75,61.48,22.58,0.3,,292.7818858370623,20.96818601190389,98.12811416293772
DEN,2025-01-19 03:14:40,2025-01-19 16:14:40,-36.8286585,174.7587056,47.75,47.35,51.62,14.46,42.46,61.9,12.01,28.46,49.35,11.01,42.57,5.09,6.75,0.0,2.66,-0.05,-3.32,-8.0,-9.48,-0.77,0.39,1559.56,392.9,1565.35,-15.71,2.75,-3.96,0.01,2.92,-5.38,3.56,7.0,5.0,25011905.0,-399.39,-1.2,7.0,52.68,22.58,0.0,,312.56322899494126,32.29826337822957,99.05677100505875
DEN,2025-01-19 03:14:41,2025-01-19 16:14:41,-36.8286028,174.7588276,42.32,43.28,84.77,-18.1,42.39,61.9,-5.89,30.91,89.24,4.51,40.61,16.25,11.17,0.0,5.38,-1.09,-7.5,-23.75,-17.77,0.28,-1.51,1417.49,913.53,1523.89,-14.67,2.8,4.71,-0.49,4.05,-5.31,3.6,7.0,5.0,25011905.0,-400.39,-1.2,35.91,50.68,22.58,40.9,,345.14761433150187,40.906064671717516,99.62238566849811
DEN,2025-01-19 03:14:42,2025-01-19 16:14:42,-36.8286091,174.7589596,40.99,42.4,105.0,-34.24,42.35,61.89,-16.31,9.74,105.52,1.69,35.65,16.26,11.2,0.0,5.26,-0.99,-7.5,-23.75,-17.79,-0.12,-0.38,1405.72,1332.04,1606.6,-8.25,2.81,5.44,-0.02,4.05,-5.34,3.62,7.0,5.0,25011905.0,-401.39,-1.2,91.65,50.78,22.58,40.9,,5.284285495230733,40.81579230325297,99.71571450476927
DEN,2025-01-19 03:14:43,2025-01-19 16:14:43,-36.828641,174.7590875,42.35,44.04,109.97,-36.74,42.34,62.72,-18.96,1.15,110.95,-1.45,33.94,16.27,11.19,0.0,5.32,-1.07,-7.58,-23.86,-19.41,-3.14,0.3,1166.74,1187.58,1127.09,-3.58,2.78,5.74,2.35,6.81,-5.35,3.63,7.0,5.0,25011905.0,-402.39,-1.2,93.14,57.67,22.58,40.2,,10.371704833365015,41.65802213843165,99.59829516663495
